Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,
birthday-cake-16-cereal-treats-4-boxes,"Birthday Cake - 16 Cereal Treats (4 Boxes)","<p dir=""ltr""><span>Unwrap an instant party with our </span><span>Birthday Cake</span><span> Treats! Each irresistibly crispy. chewy bar is packed with </span><strong>12g protein</strong><span><strong>.</strong> and plenty of sprinkles. then dipped in a white chocolatey frosting for a big birthday cake taste with just<strong> </strong></span><strong>1g sugar</strong><span> per serving. Stock up on the 4-pack. and keep the party going.</span></p>","Magic Spoon",Treats,"6093-BDAYTRT04-4x, Treats",TRUE,Title,"Default Title",,,,,400187,816,shopify,1000,continue,manual,"39.00","39.00",TRUE,TRUE,,"https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_BS_4PACK_HERO_BFN_AV022501.png?v=1750096971",1,,FALSE,"Birthday Cake - 16 Cereal Treats (4 Boxes)","Birthday Cake - 16 Cereal Treats (4 Boxes)",,,,,,,,,,,,,,,Kg,,,
birthday-cake-16-cereal-treats-4-boxes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_STRAW_RTB_b68676ba-b8ea-45ca-b4de-7d2aa3bc9bdb.png?v=1752696245,1,,,,,,,,,,,,,,,,,,,,,,
birthday-cake-16-cereal-treats-4-boxes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_BC_4PACK_HERO.png?v=1752696245,2,,,,,,,,,,,,,,,,,,,,,,
birthday-cake-16-cereal-treats-4-boxes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_BC_PRODUCT_DETAIL.jpg?v=1750096971,3,,,,,,,,,,,,,,,,,,,,,,
birthday-cake-16-cereal-treats-4-boxes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/image_7.png?v=1752696302,4,,,,,,,,,,,,,,,,,,,,,,
birthday-cake-16-cereal-treats-4-boxes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_BC_NFP_e096e024-5868-4e3a-83fc-cf9f6aee33ee.jpg?v=1752696227,5,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,"Marshmallow - 16 Cereal Treats (4 Boxes)","<p>Ditch the protein bars for a delicious Treat! We packed our crispy cereal snacks with <strong>12g protein</strong> and all of the nostalgic flavor. Tastes just like the classic. marshmallowey squares–but with more crisps. crunch. chew. and of course–more protein. Includes four boxes.<meta charset=""utf-8""></p>","Magic Spoon",Treats,"6027-MARTRT04-4x, Treats",TRUE,Title,"Default Title",,,,,400133,816,shopify,1000,continue,manual,"39.00","",TRUE,TRUE,,"https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_MALLOW_4PACK_HERO_08e6319b-f63d-44af-8154-f8b4238d0037.png?v=1744118356",1,,FALSE,"Marshmallow - 16 Cereal Treats (4 Boxes)","Marshmallow - 16 Cereal Treats (4 Boxes)",,,,,,,,,,,,,,,Kg,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_MALLOW_RTB_AV092301-410564.png?v=1752695180,1,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_MALLOW_PRODUCT_DETAIL_be5df053-efe1-4e24-947a-ab69e8039f57.jpg?v=1752695180,2,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/image_7.png?v=1752696302,3,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_T_MALLOW_NFP_0dd9d30f-09c0-4c7a-830c-80f413709f84.jpg?v=1752695180,4,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_MALLOW_USVTHEM_AV092301_05e07b4f-5bbd-47ef-bd21-b1f2f97966b4-582789.png?v=1752695180,5,,,,,,,,,,,,,,,,,,,,,,
marshmallow-16-cereal-treats-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_MM_DECORATION3-540138.png?v=1752695180,6,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,"Variety 4 - 1 case (4 boxes)","<style type=""text/css""><!--br {mso-data-placement:same-cell;}--></style><p><span data-sheets-root=""1"">Try all of our classic flavors—Fruity. Frosted. Cocoa. and Peanut Butter. We've reimagined all your favorite childhood cereals.</span><br></p>","Magic Spoon",Cereal,"741-COC01-1x, 744-FRU01-1x, 745-FRO01-1x, 746-PEA01-1x, subscription:recharge_checkout, YGroup_variety",TRUE,Title,"Default Title",,,,,747-MIX04B,1632,shopify,1000,continue,manual,"39.00","",TRUE,TRUE,,"https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_4PACK-434857.png?v=1667355831",1,,FALSE,"Variety 4 - 1 case (4 boxes)","Variety 4 - 1 case (4 boxes)",,,,,,,,,,,,,,,Kg,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_RTB_s_Variety4-Pack.jpg?v=1672954262,1,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_4PACK_FRONT-441413.jpg?v=1672954262,2,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_4PACK_BACK-903056.jpg?v=1672954262,3,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_4PACK_BOWL_SPOON-168975.jpg?v=1672954262,4,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_STACK_10.21.jpg?v=1672954262,5,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_TOPDOWN_3.22_0d136b26-81fa-4772-86a7-87c48f6dfcce-874260.jpg?v=1672954262,6,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_VARIETY4PACK_NFP_AV082301.jpg?v=1712933169,7,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/Artboard_31_c344f92e-06ce-465d-913f-205f04912ba1_1-517819.png?v=1712933169,8,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/Artboard_32_1.png?v=1712933169,9,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/Artboard_30_1-658693.png?v=1712933169,10,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_4PACK_7cdc1755-2189-4cf0-9416-1526962bff5e-101883.png?v=1712933169,11,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/products/MS_VARIETY_4PACK_CHART_1.13.23-939602.png?v=1712933169,12,,,,,,,,,,,,,,,,,,,,,,
variety-pack-cereal-case,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0081/3826/0542/files/MS_VARIETY4PACK_NFP_AV082301_54d3efe7-3b05-478a-aaad-89b8a2b1efb8.jpg?v=1712933160,13,,,,,,,,,,,,,,,,,,,,,,
